brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,efficiency_score,range_per_kwh,performance_index
Audi,Q4 e-tron 45 quattro,180,77.0,Lithium-ion,288.0,679.0,171,395,6.6,120.0,CCS,1200.0,520,5,AWD,JC - Medium,4588,1865,1632,SUV,https://ev-database.org/car/2014/Audi-Q4-e-tron-45-quattro,5.847953216374269,5.12987012987013,102.87878787878789
Audi,Q4 e-tron 55 quattro,180,77.0,Lithium-ion,288.0,679.0,171,395,5.4,120.0,CCS,1200.0,520,5,AWD,JC - Medium,4588,1865,1632,SUV,https://ev-database.org/car/2015/Audi-Q4-e-tron-55-quattro,5.847953216374269,5.12987012987013,125.74074074074073
Audi,Q6 e-tron,210,75.8,Lithium-ion,150.0,450.0,166,395,7.0,150.0,CCS,2000.0,526,5,RWD,JD - Large,4771,1939,1685,SUV,https://ev-database.org/car/2281/Audi-Q6-e-tron,6.024096385542169,5.211081794195251,64.28571428571429
Audi,Q6 e-tron Sportback,210,75.8,Lithium-ion,150.0,450.0,139,410,7.0,150.0,CCS,2000.0,511,5,RWD,JD - Large,4771,1939,1665,SUV,https://ev-database.org/car/3041/Audi-Q6-e-tron-Sportback,7.194244604316546,5.408970976253299,64.28571428571429
Audi,Q6 e-tron Sportback performance,210,94.9,Lithium-ion,180.0,485.0,145,510,6.6,190.0,CCS,2000.0,511,5,RWD,JD - Large,4771,1939,1665,SUV,https://ev-database.org/car/3042/Audi-Q6-e-tron-Sportback-performance,6.896551724137931,5.374077976817703,73.48484848484848
Audi,Q6 e-tron Sportback quattro,210,94.9,Lithium-ion,180.0,855.0,149,500,5.9,200.0,CCS,2400.0,511,5,AWD,JD - Large,4771,1939,1665,SUV,https://ev-database.org/car/3043/Audi-Q6-e-tron-Sportback-quattro,6.7114093959731544,5.268703898840885,144.91525423728814
Audi,Q6 e-tron performance,210,94.9,Lithium-ion,180.0,485.0,171,490,6.6,190.0,CCS,2000.0,526,5,RWD,JD - Large,4771,1939,1685,SUV,https://ev-database.org/car/2215/Audi-Q6-e-tron-performance,5.847953216374269,5.163329820864067,73.48484848484848
Audi,Q6 e-tron quattro,210,94.9,Lithium-ion,180.0,855.0,176,480,5.9,200.0,CCS,2400.0,10 Banana Boxes,5,AWD,JD - Large,4771,1939,1685,SUV,https://ev-database.org/car/2146/Audi-Q6-e-tron-quattro,5.681818181818182,5.057955742887249,144.91525423728814
Audi,S6 Avant e-tron,240,94.9,Lithium-ion,180.0,855.0,156,530,3.9,200.0,CCS,2100.0,502,5,AWD,JE - Executive,4928,1923,1493,Station/Estate,https://ev-database.org/car/2273/Audi-S6-Avant-e-tron,6.410256410256411,5.5848261327713375,219.23076923076923
Audi,S6 Sportback e-tron,240,94.9,Lithium-ion,180.0,855.0,149,555,3.9,200.0,CCS,2100.0,502,5,AWD,JE - Executive,4928,1923,1465,Liftback Sedan,https://ev-database.org/car/2271/Audi-S6-Sportback-e-tron,6.7114093959731544,5.848261327713383,219.23076923076923
Audi,SQ6 e-tron,230,94.9,Lithium-ion,180.0,855.0,169,470,4.3,200.0,CCS,2400.0,514,5,AWD,JD - Large,4771,1965,1685,SUV,https://ev-database.org/car/2147/Audi-SQ6-e-tron,5.9171597633136095,4.952581664910432,198.8372093023256
Audi,SQ6 e-tron Sportback,230,94.9,Lithium-ion,180.0,855.0,164,495,4.3,200.0,CCS,2400.0,511,5,AWD,JD - Large,4771,1965,1665,SUV,https://ev-database.org/car/3044/Audi-SQ6-e-tron-Sportback,6.097560975609756,5.216016859852476,198.8372093023256
Audi,e-tron GT RS,250,97.0,Lithium-ion,396.0,865.0,184,525,2.8,281.0,CCS,0.0,350,4,AWD,F - Luxury,4997,1964,1389,Sedan,https://ev-database.org/car/2220/Audi-e-tron-GT-RS,5.434782608695652,5.412371134020619,308.92857142857144
Audi,e-tron GT RS performance,250,97.0,Lithium-ion,396.0,1027.0,182,525,2.5,281.0,CCS,0.0,350,4,AWD,F - Luxury,4997,1964,1389,Sedan,https://ev-database.org/car/2221/Audi-e-tron-GT-RS-performance,5.4945054945054945,5.412371134020619,410.8
Audi,e-tron GT S,245,97.0,Lithium-ion,396.0,740.0,172,540,3.4,281.0,CCS,0.0,405,4,AWD,F - Luxury,5004,1964,1394,Sedan,https://ev-database.org/car/2219/Audi-e-tron-GT-S,5.813953488372093,5.56701030927835,217.64705882352942
Audi,e-tron GT quattro,245,97.0,Lithium-ion,396.0,625.0,169,540,4.0,281.0,CCS,0.0,405,4,AWD,F - Luxury,5004,1964,1394,Sedan,https://ev-database.org/car/3182/Audi-e-tron-GT-quattro,5.9171597633136095,5.56701030927835,156.25
BMW,i4 M50,225,81.3,Lithium-ion,485.29347826086956,795.0,197,450,3.9,131.0,CCS,1600.0,470,5,AWD,D - Large,4783,1852,1448,Liftback Sedan,https://ev-database.org/car/2201/BMW-i4-M50,5.0761421319796955,5.535055350553506,203.84615384615384
BMW,i4 eDrive35,190,67.1,Lithium-ion,485.29347826086956,400.0,174,430,6.0,95.0,CCS,1600.0,470,5,RWD,D - Large,4783,1852,1448,Liftback Sedan,https://ev-database.org/car/2198/BMW-i4-eDrive35,5.747126436781609,6.4083457526080485,66.66666666666667
BMW,i4 eDrive40,190,81.3,Lithium-ion,485.29347826086956,430.0,174,515,5.6,131.0,CCS,1600.0,470,5,RWD,D - Large,4783,1852,1448,Liftback Sedan,https://ev-database.org/car/2199/BMW-i4-eDrive40,5.747126436781609,6.334563345633456,76.78571428571429
BMW,i4 xDrive40,200,81.3,Lithium-ion,485.29347826086956,600.0,183,490,5.1,131.0,CCS,1600.0,470,5,AWD,D - Large,4783,1852,1448,Liftback Sedan,https://ev-database.org/car/2200/BMW-i4-xDrive40,5.46448087431694,6.027060270602706,117.64705882352942
BMW,i5 M60 xDrive Sedan (MY25),230,81.2,Lithium-ion,485.29347826086956,795.0,172,430,3.8,136.0,CCS,2000.0,490,5,AWD,E - Executive,5060,1900,1505,Sedan,https://ev-database.org/car/3114/BMW-i5-M60-xDrive-Sedan,5.813953488372093,5.295566502463054,209.21052631578948
BMW,i5 M60 xDrive Touring (MY25),230,81.2,Lithium-ion,485.29347826086956,795.0,179,425,3.9,136.0,CCS,2000.0,570,5,AWD,E - Executive,5060,1900,1505,Station/Estate,https://ev-database.org/car/3117/BMW-i5-M60-xDrive-Touring,5.58659217877095,5.233990147783251,203.84615384615384
BMW,i5 eDrive40 Sedan (MY25),193,81.2,Lithium-ion,485.29347826086956,400.0,159,480,6.0,136.0,CCS,1500.0,490,5,RWD,E - Executive,5060,1900,1515,Sedan,https://ev-database.org/car/3112/BMW-i5-eDrive40-Sedan,6.289308176100629,5.911330049261084,66.66666666666667
BMW,i5 eDrive40 Touring (MY25),193,81.2,Lithium-ion,485.29347826086956,400.0,165,465,6.1,136.0,CCS,1500.0,570,5,RWD,E - Executive,5060,1900,1515,Station/Estate,https://ev-database.org/car/3115/BMW-i5-eDrive40-Touring,6.0606060606060606,5.726600985221674,65.57377049180329
BMW,i5 xDrive40 Sedan (MY25),215,81.2,Lithium-ion,485.29347826086956,590.0,167,465,5.4,136.0,CCS,2000.0,490,5,AWD,E - Executive,5060,1900,1515,Sedan,https://ev-database.org/car/3113/BMW-i5-xDrive40-Sedan,5.9880239520958085,5.726600985221674,109.25925925925925
BMW,i5 xDrive40 Touring (MY25),215,81.2,Lithium-ion,485.29347826086956,590.0,174,450,5.5,136.0,CCS,2000.0,570,5,AWD,E - Executive,5060,1900,1515,Station/Estate,https://ev-database.org/car/3116/BMW-i5-xDrive40-Touring,5.747126436781609,5.541871921182266,107.27272727272727
BMW,i7 M70 xDrive,250,101.7,Lithium-ion,485.29347826086956,1100.0,208,490,3.7,159.0,CCS,0.0,500,5,AWD,F - Luxury,5391,1950,1544,Sedan,https://ev-database.org/car/1838/BMW-i7-M70-xDrive,4.8076923076923075,4.818092428711898,297.2972972972973
BMW,i7 eDrive50,205,101.7,Lithium-ion,485.29347826086956,650.0,177,520,5.5,159.0,CCS,0.0,500,5,RWD,F - Luxury,5391,1950,1544,Sedan,https://ev-database.org/car/1905/BMW-i7-eDrive50,5.649717514124294,5.11307767944936,118.18181818181819
BMW,i7 xDrive60,240,101.7,Lithium-ion,485.29347826086956,745.0,172,510,4.7,159.0,CCS,2000.0,500,5,AWD,F - Luxury,5391,1950,1544,Sedan,https://ev-database.org/car/1676/BMW-i7-xDrive60,5.813953488372093,5.014749262536873,158.51063829787233
BMW,iX M70 xDrive,250,108.9,Lithium-ion,485.29347826086956,1015.0,209,500,3.8,150.0,CCS,2500.0,500,5,AWD,JE - Executive,4965,1970,1695,SUV,https://ev-database.org/car/3111/BMW-iX-M70-xDrive,4.784688995215311,4.591368227731864,267.10526315789474
BMW,iX xDrive45,200,94.8,Lithium-ion,485.29347826086956,700.0,193,470,5.1,115.0,CCS,2500.0,500,5,AWD,JE - Executive,4965,1970,1695,SUV,https://ev-database.org/car/3109/BMW-iX-xDrive45,5.181347150259067,4.957805907172996,137.2549019607843
BMW,iX xDrive60,200,109.1,Lithium-ion,485.29347826086956,765.0,194,525,4.6,150.0,CCS,2500.0,500,5,AWD,JE - Executive,4965,1970,1695,SUV,https://ev-database.org/car/3110/BMW-iX-xDrive60,5.154639175257732,4.812098991750688,166.30434782608697
BMW,iX1 eDrive20,170,64.7,Lithium-ion,485.29347826086956,247.0,150,390,8.3,94.0,CCS,750.0,490,5,FWD,JC - Medium,4500,1845,1616,SUV,https://ev-database.org/car/1996/BMW-iX1-eDrive20,6.666666666666667,6.0278207109737245,29.75903614457831
BMW,iX1 xDrive30,180,64.7,Lithium-ion,485.29347826086956,494.0,155,380,5.6,94.0,CCS,1200.0,490,5,AWD,JC - Medium,4500,1845,1616,SUV,https://ev-database.org/car/1701/BMW-iX1-xDrive30,6.451612903225806,5.873261205564142,88.21428571428572
BMW,iX2 eDrive20,170,64.7,Lithium-ion,485.29347826086956,247.0,147,395,8.6,94.0,CCS,750.0,525,5,FWD,JC - Medium,4554,1845,1560,SUV,https://ev-database.org/car/2097/BMW-iX2-eDrive20,6.802721088435374,6.105100463678516,28.72093023255814
BMW,iX2 xDrive30,180,64.7,Lithium-ion,485.29347826086956,494.0,155,385,5.6,94.0,CCS,1200.0,525,5,AWD,JC - Medium,4554,1845,1560,SUV,https://ev-database.org/car/2040/BMW-iX2-xDrive30,6.451612903225806,5.950540958268934,88.21428571428572
BYD,ATTO 2,160,45.1,Lithium-ion,485.29347826086956,290.0,145,245,7.9,51.0,CCS,750.0,400,5,FWD,JB - Compact,4310,1830,1675,SUV,https://ev-database.org/car/3125/BYD-ATTO-2,6.896551724137931,5.4323725055432375,36.70886075949367
BYD,ATTO 3 (MY25),160,60.5,Lithium-ion,126.0,310.0,144,340,7.3,75.0,CCS,750.0,440,5,FWD,JC - Medium,4455,1875,1615,SUV,https://ev-database.org/car/3192/BYD-ATTO-3,6.944444444444445,5.619834710743802,42.465753424657535
BYD,DOLPHIN 44.9 kWh Active,150,44.9,Lithium-ion,104.0,180.0,132,265,12.3,50.0,CCS,0.0,345,5,FWD,C - Medium,4290,1770,1570,Hatchback,https://ev-database.org/car/1917/BYD-DOLPHIN-449-kWh-Active,7.575757575757576,5.902004454342984,14.634146341463413
BYD,DOLPHIN 44.9 kWh Boost,160,44.9,Lithium-ion,104.0,498.0127388535032,145,260,8.0,50.0,CCS,0.0,345,5,FWD,C - Medium,4290,1770,1570,Hatchback,https://ev-database.org/car/1918/BYD-DOLPHIN-449-kWh-Boost,6.896551724137931,5.79064587973274,62.2515923566879
BYD,DOLPHIN 60.4 kWh,160,60.5,Lithium-ion,126.0,310.0,142,350,7.0,65.0,CCS,0.0,345,5,FWD,C - Medium,4290,1770,1570,Hatchback,https://ev-database.org/car/1919/BYD-DOLPHIN-604-kWh,7.042253521126761,5.785123966942149,44.285714285714285
BYD,DOLPHIN SURF 30 kWh Active,150,30.0,Lithium-ion,94.0,175.0,136,190,11.1,45.0,CCS,0.0,308,4,FWD,B - Compact,3990,1720,1590,Hatchback,https://ev-database.org/car/3193/BYD-DOLPHIN-SURF-30-kWh-Active,7.352941176470588,6.333333333333333,15.765765765765765
BYD,DOLPHIN SURF 43.2 kWh Boost,150,43.2,Lithium-ion,90.0,175.0,134,270,12.1,60.0,CCS,0.0,308,4,FWD,B - Compact,3990,1720,1590,Hatchback,https://ev-database.org/car/3194/BYD-DOLPHIN-SURF-432-kWh-Boost,7.462686567164179,6.25,14.462809917355372
BYD,DOLPHIN SURF 43.2 kWh Comfort,150,43.2,Lithium-ion,90.0,220.0,139,265,9.1,60.0,CCS,0.0,308,4,FWD,B - Compact,3990,1720,1590,Hatchback,https://ev-database.org/car/3195/BYD-DOLPHIN-SURF-432-kWh-Comfort,7.194244604316546,6.134259259259259,24.175824175824175
BYD,SEAL 61.4 kWh RWD Comfort,220,61.4,Lithium-ion,128.0,380.0,133,365,7.5,75.0,CCS,750.0,400,5,RWD,D - Large,4800,1875,1460,Sedan,https://ev-database.org/car/3102/BYD-SEAL-614-kWh-RWD-Comfort,7.518796992481203,5.944625407166124,50.666666666666664
BYD,SEAL 82.5 kWh AWD Excellence,180,82.5,Lithium-ion,172.0,670.0,159,445,3.8,100.0,CCS,1500.0,400,5,AWD,D - Large,4800,1875,1460,Sedan,https://ev-database.org/car/2002/BYD-SEAL-825-kWh-AWD-Excellence,6.289308176100629,5.393939393939394,176.31578947368422
BYD,SEAL 82.5 kWh RWD Design,180,82.5,Lithium-ion,172.0,360.0,145,480,5.9,100.0,CCS,750.0,400,5,RWD,D - Large,4800,1875,1460,Sedan,https://ev-database.org/car/2001/BYD-SEAL-825-kWh-RWD-Design,6.896551724137931,5.818181818181818,61.01694915254237
BYD,SEAL U 71.8 kWh Comfort,175,71.8,Lithium-ion,132.0,310.0,171,360,9.3,72.0,CCS,1300.0,552,5,FWD,JD - Large,4785,1890,1668,SUV,https://ev-database.org/car/2094/BYD-SEAL-U-718-kWh-Comfort,5.847953216374269,5.013927576601671,33.33333333333333
BYD,SEAL U 87 kWh Design,175,87.0,Lithium-ion,160.0,330.0,174,425,9.6,85.0,CCS,1300.0,552,5,FWD,JD - Large,4785,1890,1668,SUV,https://ev-database.org/car/2067/BYD-SEAL-U-87-kWh-Design,5.747126436781609,4.885057471264368,34.375
BYD,SEALION 7 82.5 kWh AWD Design,215,82.5,Lithium-ion,172.0,690.0,181,400,4.5,115.0,CCS,1500.0,520,5,AWD,JD - Large,4830,1925,1620,SUV,https://ev-database.org/car/3071/BYD-SEALION-7-825-kWh-AWD-Design,5.524861878453039,4.848484848484849,153.33333333333334
BYD,SEALION 7 82.5 kWh RWD Comfort,215,82.5,Lithium-ion,172.0,380.0,171,415,6.7,115.0,CCS,750.0,520,5,RWD,JD - Large,4830,1925,1620,SUV,https://ev-database.org/car/3070/BYD-SEALION-7-825-kWh-RWD-Comfort,5.847953216374269,5.03030303030303,56.71641791044776
BYD,SEALION 7 91.3 kWh AWD Excellence,215,91.3,Lithium-ion,485.29347826086956,690.0,182,430,4.5,165.0,CCS,1500.0,520,5,AWD,JD - Large,4830,1925,1620,SUV,https://ev-database.org/car/3072/BYD-SEALION-7-913-kWh-AWD-Excellence,5.4945054945054945,4.70974808324206,153.33333333333334
BYD,TANG Flagship,190,108.8,Lithium-ion,485.29347826086956,700.0,205,460,4.9,100.0,CCS,1500.0,235,7,AWD,JE - Executive,4970,1955,1745,SUV,https://ev-database.org/car/2095/BYD-TANG-Flagship,4.878048780487805,4.227941176470589,142.85714285714283
CUPRA,Born 170 kW - 59 kWh,160,59.0,Lithium-ion,216.0,310.0,156,360,6.7,110.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1540,Hatchback,https://ev-database.org/car/2233/CUPRA-Born-170-kW---59-kWh,6.410256410256411,6.101694915254237,46.26865671641791
CUPRA,Born 170 kW - 77 kWh,160,77.0,Lithium-ion,288.0,310.0,157,460,7.0,125.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1540,Hatchback,https://ev-database.org/car/2234/CUPRA-Born-170-kW---77-kWh,6.369426751592357,5.974025974025974,44.285714285714285
CUPRA,Born VZ,200,79.0,Lithium-ion,288.0,545.0,149,465,5.6,135.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2128/CUPRA-Born-VZ,6.7114093959731544,5.886075949367089,97.32142857142858
CUPRA,Tavascan Endurance,180,77.0,Lithium-ion,288.0,545.0,142,445,6.8,120.0,CCS,1000.0,540,5,RWD,JC - Medium,4644,1861,1597,SUV,https://ev-database.org/car/1971/CUPRA-Tavascan-Endurance,7.042253521126761,5.779220779220779,80.14705882352942
CUPRA,Tavascan VZ,180,77.0,Lithium-ion,288.0,545.0,150,425,5.5,120.0,CCS,1200.0,540,5,AWD,JC - Medium,4644,1861,1597,SUV,https://ev-database.org/car/1972/CUPRA-Tavascan-VZ,6.666666666666667,5.51948051948052,99.0909090909091
Cadillac,Lyriq 600 E4,210,102.0,Lithium-ion,288.0,610.0,192,460,5.3,165.0,CCS,1587.0,793,5,AWD,JF - Luxury,5005,1977,1623,SUV,https://ev-database.org/car/2243/Cadillac-Lyriq-600-E4,5.208333333333333,4.509803921568627,115.09433962264151
Citroen,e-Berlingo M 50 kWh,132,50.0,Lithium-ion,485.29347826086956,260.0,149,235,11.7,80.0,CCS,750.0,775,5,FWD,N - Passenger Van,4403,1921,1803,Small Passenger Van,https://ev-database.org/car/2159/Citroen-e-Berlingo-M-50-kWh,6.7114093959731544,4.7,22.222222222222225
Citroen,e-Berlingo XL 50 kWh,132,50.0,Lithium-ion,485.29347826086956,260.0,149,230,11.7,80.0,CCS,750.0,1050,7,FWD,N - Passenger Van,4753,1921,1814,Small Passenger Van,https://ev-database.org/car/2160/Citroen-e-Berlingo-XL-50-kWh,6.7114093959731544,4.6,22.222222222222225
Citroen,e-C3,135,44.0,Lithium-ion,485.29347826086956,120.0,135,255,11.5,60.0,CCS,550.0,310,5,FWD,B - Compact,4015,1755,1577,Hatchback,https://ev-database.org/car/2039/Citroen-e-C3,7.407407407407407,5.795454545454546,10.434782608695652
Citroen,e-C3 Aircross,145,44.0,Lithium-ion,485.29347826086956,125.0,144,240,12.9,60.0,CCS,350.0,460,5,FWD,JB - Compact,4395,1795,1660,SUV,https://ev-database.org/car/2224/Citroen-e-C3-Aircross,6.944444444444445,5.454545454545454,9.689922480620154
Citroen,e-C4,150,46.3,Lithium-ion,216.0,260.0,135,285,9.9,78.0,CCS,0.0,380,5,FWD,C - Medium,4360,1834,1525,Hatchback,https://ev-database.org/car/3047/Citroen-e-C4,7.407407407407407,6.155507559395248,26.262626262626263
Citroen,e-C4 54 kWh,150,50.8,Lithium-ion,102.0,260.0,122,325,9.1,78.0,CCS,0.0,380,5,FWD,C - Medium,4360,1834,1525,Hatchback,https://ev-database.org/car/3048/Citroen-e-C4-54-kWh,8.19672131147541,6.397637795275591,28.571428571428573
Citroen,e-C4 X,150,46.3,Lithium-ion,216.0,260.0,132,290,9.9,78.0,CCS,0.0,510,5,FWD,C - Medium,4600,1834,1525,Sedan,https://ev-database.org/car/3049/Citroen-e-C4-X,7.575757575757576,6.263498920086393,26.262626262626263
Citroen,e-C4 X 54 kWh,150,50.8,Lithium-ion,102.0,260.0,119,335,9.1,78.0,CCS,0.0,510,5,FWD,C - Medium,4600,1834,1525,Sedan,https://ev-database.org/car/3050/Citroen-e-C4-X-54-kWh,8.403361344537815,6.594488188976379,28.571428571428573
Citroen,e-SpaceTourer M 50 kWh,130,46.3,Lithium-ion,216.0,220.0,217,180,13.3,78.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2252/Citroen-e-SpaceTourer-M-50-kWh,4.608294930875576,3.8876889848812097,16.541353383458645
Citroen,e-SpaceTourer M 75 kWh,130,68.0,Lithium-ion,324.0,220.0,202,260,14.2,79.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2254/Citroen-e-SpaceTourer-M-75-kWh,4.9504950495049505,3.823529411764706,15.492957746478874
Citroen,e-SpaceTourer XL 50 kWh,130,46.3,Lithium-ion,216.0,220.0,219,180,13.3,78.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2253/Citroen-e-SpaceTourer-XL-50-kWh,4.566210045662101,3.8876889848812097,16.541353383458645
Citroen,e-SpaceTourer XL 75 kWh,130,68.0,Lithium-ion,324.0,220.0,204,260,14.2,79.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2255/Citroen-e-SpaceTourer-XL-75-kWh,4.901960784313726,3.823529411764706,15.492957746478874
